year,strategy_return,equal_weight_return,csi300_return
2024,-0.01141935631559532,0.19648857871864478,0.18221460343695406
2025,0.003020864643255683,0.2723061956530537,0.21490422461296155
2026,-0.21840661118768168,0.03400125742620763,-0.02116630669546493
